nflId,team,tackle_name
43388.0,PIT,Joe Schobert
44842.0,PIT,T.J. Watt
44875.0,BUF,Dion Dawkins
46076.0,BUF,Josh Allen
47793.0,PIT,Devin Bush
47821.0,BUF,Cody Ford
52510.0,PIT,Alex Highsmith
28963.0,PIT,Ben Roethlisberger
35470.0,BUF,Jerry Hughes
41236.0,PIT,Eric Ebron
41321.0,PIT,Trai Turner
42331.0,BUF,Efe Obada
44976.0,BUF,Matt Milano
46085.0,BUF,Tremaine Edmunds
46161.0,PIT,Chukwuma Okorafor
47792.0,BUF,Ed Oliver
52543.0,PIT,Kevin Dotson
53453.0,PIT,Najee Harris
53459.0,BUF,Gregory Rousseau
53516.0,PIT,Kendrick Green
53557.0,PIT,Dan Moore
38548.0,PIT,Melvin Ingram
47857.0,BUF,Devin Singletary
47879.0,BUF,Dawson Knox
52640.0,PIT,Carlos Davis
44886.0,PIT,Chris Wormley
47975.0,PIT,Isaiah Buggs
37841.0,BUF,Mario Addison
43319.0,BUF,Vernon Butler
46165.0,BUF,Harrison Phillips
53484.0,PIT,Pat Freiermuth
46689.0,BUF,Ike Boettger
43638.0,BUF,Justin Zimmer
47924.0,PIT,Zach Gentry
52462.0,BUF,A.J. Epenesa
53522.0,BUF,Spencer Brown
46404.0,PIT,J.C. Hassenauer
45186.0,BUF,Matt Breida
52971.0,PIT,Jamir Jones
39684.0,NYJ,Greg Van Roten
40149.0,NYJ,Ryan Griffin
41341.0,CAR,DaQuan Jones
42368.0,CAR,Shaq Thompson
42416.0,NYJ,Tevin Coleman
43433.0,NYJ,Connor McGovern
43586.0,NYJ,George Fant
43791.0,CAR,Morgan Fox
44825.0,CAR,Haason Reddick
46230.0,CAR,Jermaine Carter
47799.0,CAR,Brian Burns
47904.0,NYJ,Trevon Wesco
52415.0,CAR,Derrick Brown
52419.0,NYJ,Mekhi Becton
53431.0,NYJ,Zach Wilson
53443.0,NYJ,Alijah Vera-Tucker
42428.0,NYJ,Tyler Kroft
47969.0,NYJ,Ty Johnson
41243.0,NYJ,C.J. Mosley
41436.0,CAR,Matt Paradis
42362.0,CAR,Cameron Erving
43301.0,NYJ,Sheldon Rankins
44820.0,CAR,Christian McCaffrey
44876.0,CAR,Taylor Moton
44882.0,CAR,Pat Elflein
45785.0,CAR,Dan Arnold
46072.0,CAR,Sam Darnold
46204.0,NYJ,John Franklin-Myers
46249.0,NYJ,Folorunso Fatukasi
47995.0,CAR,Dennis Daley
53053.0,NYJ,Bryce Huff
53536.0,NYJ,Michael Carter
46527.0,CAR,Frankie Luvu
52446.0,CAR,Yetur Gross-Matos
43308.0,NYJ,Shaq Lawson
46170.0,CAR,Ian Thomas
47786.0,NYJ,Quinnen Williams
48364.0,NYJ,Del'Shawn Phillips
53555.0,CAR,Chuba Hubbard
53587.0,CAR,Daviyon Nixon
46141.0,NYJ,Nathan Shepherd
48247.0,NYJ,Tim Ward
53512.0,CAR,Tommy Tremble
53615.0,NYJ,Hamsah Nasirildeen
45594.0,CAR,Colin Thompson
46205.0,CAR,Marquis Haynes
52592.0,CAR,Bravvion Roy
52858.0,CAR,Giovanni Ricci
46755.0,CAR,Trenton Scott
41295.0,NYJ,Morgan Moses
38632.0,MIN,Kirk Cousins
43455.0,CIN,D.J. Reader
43640.0,MIN,Rashod Hill
43971.0,MIN,C.J. Ham
44853.0,MIN,Dalvin Cook
44877.0,CIN,Larry Ogunjobi
44915.0,CIN,Trey Hendrickson
45226.0,CIN,Josh Tupou
46131.0,MIN,Brian O'Neill
46146.0,CIN,Sam Hubbard
46226.0,MIN,Tyler Conklin
47801.0,MIN,Garrett Bradbury
47855.0,CIN,Germaine Pratt
47976.0,MIN,Olisaemeka Udoh
52466.0,MIN,Ezra Cleveland
52473.0,CIN,Logan Wilson
53540.0,CIN,Cameron Sample
52515.0,CIN,Akeem Davis-Gaither
35539.0,MIN,Everson Griffen
38553.0,CIN,Riley Reiff
39959.0,MIN,Sheldon Richardson
41262.0,CIN,Xavier Su'a-Filo
41619.0,CIN,Trey Hopkins
42388.0,MIN,Eric Kendricks
42431.0,MIN,Danielle Hunter
42500.0,CIN,C.J. Uzomah
43045.0,CIN,Quinton Spain
43376.0,MIN,Nick Vigil
44860.0,CIN,Joe Mixon
47794.0,CIN,Jonah Williams
52409.0,CIN,Joe Burrow
52525.0,MIN,D.J. Wonnum
43694.0,MIN,Michael Pierce
44867.0,MIN,Dalvin Tomlinson
44927.0,CIN,Samaje Perine
46138.0,CIN,B.J. Hill
46176.0,MIN,Christopher Herndon
52623.0,CIN,Markus Bailey
47885.0,MIN,Alexander Mattison
42397.0,MIN,Ameer Abdullah
45006.0,CIN,Jordan Evans
48145.0,CIN,Wyatt Ray
47973.0,MIN,Armon Watts
47835.0,CIN,Drew Sample
53935.0,CIN,Darius Hodge
43516.0,MIN,Stephen Weatherly
52886.0,MIN,Blake Lynch
52673.0,CIN,Mitchell Wilcox
42360.0,SF,Arik Armstead
43290.0,DET,Jared Goff
43453.0,DET,Halapoulivaati Vaitai
44947.0,DET,Jamaal Williams
45011.0,SF,D.J. Jones
46089.0,DET,Frank Ragnow
46139.0,SF,Fred Warner
46197.0,SF,Kentavius Street
46424.0,DET,Jason Cabinda
47785.0,SF,Nick Bosa
47791.0,DET,T.J. Hockenson
47931.0,SF,Dre Greenlaw
48268.0,SF,Azeez Al-Shaair
48455.0,DET,Matt Nelson
52483.0,DET,Jonah Jackson
53436.0,DET,Penei Sewell
52443.0,DET,D'Andre Swift
41249.0,SF,Dee Ford
44938.0,SF,Samson Ebukam
41919.0,SF,Zach Kerr
46156.0,SF,Arden Key
34472.0,SF,Alex Mack
35443.0,SF,Trent Williams
38544.0,DET,Michael Brockers
40000.0,DET,Jamie Collins
40078.0,SF,Kyle Juszczyk
40171.0,DET,Nicholas Williams
41291.0,SF,Jimmy Garoppolo
42371.0,SF,Laken Tomlinson
42444.0,DET,Trey Flowers
42718.0,SF,Raheem Mostert
43775.0,DET,Romeo Okwara
44888.0,DET,Alex Anzalone
44959.0,SF,George Kittle
45069.0,SF,Daniel Brunskill
46078.0,SF,Mike McGlinchey
53501.0,DET,Alim McNeill
48462.0,DET,Kevin Strong
52708.0,SF,Jamycal Hasty
53432.0,SF,Trey Lance
53623.0,SF,Elijah Mitchell
48123.0,SF,Kevin Givens
39907.0,DET,Darren Fells
52605.0,DET,John Penisini
46331.0,SF,Ross Dwelley
44834.0,DET,Charles Harris
47900.0,DET,Austin Bryant
52598.0,SF,Charlie Woerner
48117.0,SF,Demetrius Flannigan-Fowles
44937.0,DET,Jalen Reeves-Maybin
46253.0,SF,Marcell Harris
53542.0,DET,Derrick Barnes
37213.0,HOU,Marcus Cannon
37255.0,HOU,Tyrod Taylor
41293.0,HOU,Justin Britt
42375.0,JAX,Malcom Brown
42429.0,HOU,David Johnson
42470.0,JAX,Damien Wilson
43302.0,HOU,Laremy Tunsil
43325.0,JAX,Myles Jack
43787.0,JAX,Roy Robertson-Harris
44880.0,JAX,Dawuane Smoot
46167.0,HOU,Jordan Akins
47790.0,JAX,Josh Allen
47806.0,HOU,Tytus Howard
47838.0,HOU,Max Scharping
40138.0,HOU,Rex Burkhead
43333.0,JAX,Jihad Ward
45339.0,HOU,Pharaoh Brown
46367.0,HOU,Phillip Lindsay
52428.0,JAX,K'Lavon Chaisson
38556.0,HOU,Whitney Mercilus
41300.0,HOU,Christian Kirksey
41322.0,JAX,Brandon Linder
41939.0,JAX,Andrew Norwell
42302.0,JAX,Chris Manhertz
42410.0,JAX,A.J. Cann
42516.0,JAX,James O'Shaughnessy
43356.0,HOU,Maliek Collins
43497.0,HOU,Kamu Grugier-Hill
44846.0,JAX,Cam Robinson
44869.0,HOU,Zach Cunningham
45007.0,HOU,Vincent Taylor
47818.0,JAX,Jawaan Taylor
47944.0,HOU,Charles Omenihu
52733.0,JAX,James Robinson
53430.0,JAX,Trevor Lawrence
46255.0,HOU,Jacob Martin
37101.0,HOU,Mark Ingram
45321.0,HOU,Antony Auclair
52481.0,JAX,Davon Hamilton
46098.0,JAX,Taven Bryan
41286.0,JAX,Carlos Hyde
43372.0,HOU,Jordan Jenkins
44863.0,HOU,DeMarcus Walker
52448.0,HOU,Ross Blacklock
53624.0,HOU,Roy Lopez
46143.0,HOU,Geron Christian
40253.0,JAX,Lerentee McCray
53574.0,JAX,Luke Farrell
35493.0,SEA,Carlos Dunlap
35562.0,SEA,Al Woods
38577.0,SEA,Bobby Wagner
40641.0,IND,Jack Doyle
41786.0,SEA,Kerry Hyder
42477.0,IND,Mark Glowinski
43291.0,IND,Carson Wentz
43307.0,IND,Ryan Kelly
44943.0,IND,Julien Davenport
46075.0,IND,Quenton Nelson
46106.0,IND,Braden Smith
46173.0,IND,Nyheim Hines
46487.0,SEA,Poona Ford
52435.0,SEA,Jordyn Brooks
40825.0,SEA,Benson Mayowa
44792.0,IND,Mo Alie-Cox
46148.0,SEA,Rasheem Green
52449.0,IND,Jonathan Taylor
48198.0,SEA,Bryan Mone
52456.0,SEA,Darrell Taylor
33107.0,SEA,Duane Brown
38605.0,SEA,Russell Wilson
41310.0,SEA,Gabe Jackson
43296.0,IND,DeForest Buckner
43447.0,SEA,Brandon Shell
44856.0,SEA,Gerald Everett
44957.0,IND,Grover Stewart
45009.0,IND,Al-Quadin Muhammad
45056.0,SEA,Kyle Fuller
45062.0,SEA,Chris Carson
46105.0,IND,Shaquille Leonard
46189.0,SEA,Will Dissly
46304.0,IND,Zaire Franklin
47872.0,IND,Bobby Okereke
52477.0,SEA,Damien Lewis
53450.0,IND,Kwity Paye
46133.0,IND,Tyquan Lewis
47832.0,IND,Ben Banogu
46096.0,SEA,Rashaad Penny
53556.0,IND,Kylen Granson
47871.0,SEA,Cody Barton
44870.0,SEA,Ethan Pocic
46618.0,IND,Taylor Stallworth
52759.0,IND,Chris Williams
52962.0,SEA,Tyler Mabry
52552.0,SEA,DeeJay Dallas
47987.0,SEA,Travis Homer
52556.0,SEA,Alton Robinson
35472.0,TEN,Rodger Saffold
37084.0,ARI,J.J. Watt
38538.0,TEN,Ryan Tannehill
38551.0,ARI,Chandler Jones
38629.0,TEN,Ben Jones
40124.0,TEN,David Quessenberry
41237.0,TEN,Taylor Lewan
42427.0,ARI,Jordan Hicks
42486.0,TEN,MyCole Pruitt
42589.0,TEN,Geoff Swaim
43334.0,TEN,Derrick Henry
47848.0,ARI,Zach Allen
47865.0,TEN,Nate Davis
52416.0,ARI,Isaiah Simmons
52539.0,ARI,Rashard Lawrence
53445.0,ARI,Zaven Collins
42401.0,ARI,Markus Golden
44975.0,TEN,Jeremy McNichols
45355.0,TEN,Anthony Firkser
37130.0,ARI,Rodney Hudson
38779.0,ARI,Kelvin Beachum
39965.0,ARI,Justin Pugh
40615.0,ARI,Demetrius Harris
42365.0,TEN,Bud Dupree
42367.0,ARI,D.J. Humphries
42398.0,ARI,Maxx Williams
44968.0,TEN,Jayon Brown
46091.0,TEN,Rashaan Evans
46110.0,TEN,Harold Landry
46203.0,ARI,Chase Edmonds
47784.0,ARI,Kyler Murray
47802.0,TEN,Jeffery Simmons
52480.0,ARI,Josh Jones
52582.0,TEN,Larrell Murchison
53073.0,TEN,Teair Tart
42031.0,TEN,Denico Autry
35522.0,ARI,Corey Peters
48207.0,TEN,Khari Blasingame
44917.0,ARI,James Conner
40020.0,ARI,Brian Winters
48520.0,TEN,Anthony Rush
48671.0,TEN,Derick Roberson
41403.0,ARI,Devon Kennard
52522.0,ARI,Leki Fotu
42952.0,TEN,Kendall Lamm
45008.0,ARI,Tanner Vallejo
46457.0,TEN,Olasunkanmi Adeniyi
48032.0,ARI,Michael Dogbe
43648.0,ARI,Justin Murray
43062.0,TEN,Nick Dzubnar
46250.0,ARI,Kylie Fitts
53639.0,ARI,Victor Dimukeje
34540.0,LAC,Jared Cook
35462.0,LAC,Bryan Bulaga
39998.0,WAS,Jon Bostic
40089.0,LAC,Oday Aboushi
41390.0,LAC,Corey Linsley
41959.0,LAC,Matt Feiler
44829.0,WAS,Jonathan Allen
45573.0,LAC,Austin Ekeler
46082.0,WAS,Daron Payne
47809.0,WAS,Montez Sweat
47956.0,WAS,Cole Holcomb
52410.0,WAS,Chase Young
52414.0,LAC,Justin Herbert
53442.0,LAC,Rashawn Slater
48456.0,LAC,Donald Parham
53448.0,WAS,Jamin Davis
53627.0,LAC,Larry Rountree
43441.0,WAS,Matt Ioannidis
52637.0,WAS,James Smith-Williams
52641.0,WAS,Casey Toohill
46232.0,WAS,Tim Settle
46320.0,LAC,Justin Jackson
30078.0,WAS,Ryan Fitzpatrick
35485.0,LAC,Linval Joseph
41349.0,WAS,Logan Thomas
41475.0,WAS,Charles Leno
42348.0,WAS,Brandon Scherff
42352.0,WAS,Ereck Flowers
43292.0,LAC,Joey Bosa
45012.0,WAS,Chase Roullier
45481.0,WAS,Ricky Seals-Jones
46153.0,LAC,Justin Jones
46188.0,LAC,Kyzir White
47811.0,LAC,Jerry Tillery
52431.0,LAC,Kenneth Murray
52474.0,WAS,Antonio Gibson
53480.0,WAS,Samuel Cosmi
43722.0,WAS,J.D. McKissic
46117.0,LAC,Uchenna Nwosu
52810.0,LAC,Gabe Nabers
43845.0,LAC,Stephen Anderson
42559.0,LAC,Christian Covington
43377.0,LAC,Kyler Fackrell
42831.0,WAS,Taylor Heinicke
53547.0,LAC,Chris Rumph
52830.0,LAC,Eric Banks
45630.0,LAC,Storm Norton
40070.0,CLE,J.C. Tretter
41264.0,CLE,Joel Bitonio
41348.0,KC,Anthony Hitchens
43297.0,CLE,Jack Conklin
43326.0,KC,Chris Jones
43338.0,KC,Jarran Reed
43370.0,CLE,Austin Hooper
44841.0,CLE,David Njoku
46070.0,CLE,Baker Mayfield
46104.0,CLE,Nick Chubb
46235.0,CLE,Wyatt Teller
46521.0,KC,Ben Niemann
52418.0,CLE,Jedrick Wills
52523.0,CLE,Harrison Bryant
52585.0,KC,Michael Danna
52792.0,KC,Tershawn Wharton
53487.0,KC,Nick Bolton
43465.0,CLE,Andy Janovich
44898.0,CLE,Kareem Hunt
40051.0,KC,Alex Okafor
46144.0,KC,Derrick Nnadi
47867.0,KC,Khalen Saunders
53573.0,KC,Joshua Kaindoh
38667.0,CLE,Malik Jackson
40011.0,KC,Travis Kelce
41227.0,CLE,Jadeveon Clowney
43367.0,KC,Joe Thuney
44813.0,CLE,Myles Garrett
44822.0,KC,Patrick Mahomes
44847.0,CLE,Malik McDowell
44974.0,CLE,Anthony Walker
46152.0,KC,Orlando Brown
52440.0,KC,Clyde Edwards-Helaire
52504.0,KC,Lucas Niang
53481.0,CLE,Jeremiah Owusu-Koramoah
53492.0,KC,Creed Humphrey
53655.0,KC,Trey Smith
42511.0,KC,Michael Burton
47863.0,CLE,Sione Takitaki
47938.0,CLE,Mack Wilson
52496.0,CLE,Jordan Elliott
53591.0,KC,Noah Gray
42460.0,KC,Blake Bell
43411.0,CLE,Andrew Billings
46526.0,KC,Darrel Williams
44838.0,CLE,Takkarist McKinley
37317.0,CLE,Malcolm Smith
48683.0,KC,Joe Fortson
41325.0,KC,Jerick McKinnon
47948.0,CLE,Joe Jackson
40416.0,CLE,Christopher Hubbard
42474.0,NE,Shaquille Mason
42587.0,NE,Trenton Brown
42883.0,NE,David Andrews
43321.0,MIA,Emmanuel Ogbah
43324.0,NE,Hunter Henry
43503.0,MIA,Elandon Roberts
44912.0,NE,Jonnu Smith
46092.0,NE,Isaiah Wynn
46142.0,MIA,Jerome Baker
47796.0,MIA,Christian Wilkins
47870.0,NE,Damien Harris
47934.0,MIA,Andrew Van Ginkel
52464.0,MIA,Raekwon Davis
52590.0,NE,Michael Onwenu
53444.0,NE,Mac Jones
41359.0,NE,James White
44174.0,MIA,Sam Eguavoen
44887.0,MIA,Duke Riley
45274.0,MIA,Adam Butler
38555.0,NE,Dont'a Hightower
41269.0,NE,Kyle Van Noy
42433.0,NE,Carl Davis
42924.0,MIA,Jesse Davis
43435.0,NE,Matt Judon
46192.0,MIA,Durham Smythe
46212.0,NE,Ja'Whaun Bentley
47861.0,MIA,Michael Deiter
48017.0,MIA,Myles Gaskin
52413.0,MIA,Tua Tagovailoa
52447.0,MIA,Robert Hunt
52519.0,MIA,Solomon Kindley
53467.0,NE,Christian Barmore
53471.0,MIA,Liam Eichenberg
40030.0,MIA,John Jenkins
43854.0,MIA,Brennan Scarlett
47749.0,NE,Jakob Johnson
52603.0,NE,Justin Herron
53549.0,NE,Rhamondre Stevenson
46307.0,MIA,Zach Sieler
52468.0,NE,Josh Uche
53447.0,MIA,Jaelan Phillips
39212.0,NE,Brandon Bolden
44944.0,NE,Deatrich Wise
44991.0,NE,Davon Godchaux
47860.0,NE,Chase Winovich
52922.0,MIA,Salvon Ahmed
53510.0,MIA,Hunter Long
45217.0,MIA,Cethan Carter
42837.0,MIA,Malcolm Brown
46111.0,MIA,Mike Gesicki
37308.0,NE,Lawrence Guy
42436.0,NE,Henry Anderson
52783.0,NE,Yasir Durant
40023.0,NO,Terron Armstead
42344.0,NO,Jameis Winston
42356.0,NO,Andrus Peat
42381.0,GB,Preston Smith
43316.0,GB,Kenny Clark
43404.0,GB,De'Vondre Campbell
43426.0,GB,Dean Lowry
44844.0,NO,Ryan Ramczyk
44879.0,NO,Alvin Kamara
45244.0,NO,Taysom Hill
47795.0,GB,Rashan Gary
47831.0,NO,Erik McCoy
52432.0,NO,Cesar Ruiz
52863.0,GB,Krys Barnes
44075.0,NO,Garrett Griffin
47933.0,GB,Kingsley Keke
52513.0,NO,Adam Trautman
52650.0,GB,Jonathan Garvin
52942.0,NO,Juwan Johnson
52979.0,GB,Chauncey Rivers
46438.0,GB,Tyler Lancaster
52666.0,NO,Calvin Throckmorton
42465.0,GB,Za'Darius Smith
29851.0,GB,Aaron Rodgers
37097.0,NO,Cameron Jordan
38607.0,NO,Demario Davis
41296.0,GB,Billy Turner
42467.0,NO,Kwon Alexander
42553.0,NO,Christian Ringo
44068.0,GB,Lucas Patrick
44995.0,GB,Aaron Jones
46083.0,NO,Marcus Davenport
47827.0,GB,Elgton Jenkins
52502.0,GB,Josiah Deguara
52665.0,NO,Malcolm Roach
53491.0,GB,Josh Myers
53571.0,GB,Royce Newman
45635.0,GB,Robert Tonyan
44871.0,NO,Tanoh Kpassagnon
48537.0,NO,Carl Granderson
48544.0,NO,Shy Tuttle
48599.0,NO,Albert Huggins
41532.0,NO,James Hurst
53602.0,GB,Tedarrell Slaton
52762.0,NO,Tony Jones
30842.0,GB,Marcedes Lewis
48027.0,NO,Kaden Elliss
52470.0,GB,A.J. Dillon
52482.0,NO,Zack Baun
53172.0,GB,Dominique Dafney
53685.0,GB,Kylin Hill
52434.0,GB,Jordan Love
37075.0,DEN,Von Miller
37090.0,NYG,Nate Solder
37118.0,NYG,Kyle Rudolph
40347.0,DEN,Mike Purcell
41464.0,DEN,Shelby Harris
43425.0,NYG,Devontae Booker
46103.0,NYG,Will Hernandez
46175.0,DEN,Josey Jewell
46629.0,NYG,Nick Gates
47016.0,DEN,A.J. Johnson
47789.0,NYG,Daniel Jones
48089.0,DEN,Malik Reed
52412.0,NYG,Andrew Thomas
52558.0,NYG,Shane Lemieux
46071.0,NYG,Saquon Barkley
47854.0,DEN,Dre'Mont Jones
38642.0,DEN,Bobby Massie
41258.0,DEN,Teddy Bridgewater
42349.0,NYG,Leonard Williams
43384.0,DEN,Graham Glasgow
43420.0,NYG,Blake Martinez
44832.0,DEN,Garett Bolles
46135.0,NYG,Lorenzo Carter
47800.0,NYG,Dexter Lawrence
47803.0,DEN,Noah Fant
47824.0,DEN,Dalton Risner
52491.0,DEN,Lloyd Cushenberry
53464.0,DEN,Javonte Williams
53479.0,NYG,Azeez Ojulari
42355.0,NYG,Danny Shelton
42358.0,DEN,Melvin Gordon
44987.0,DEN,Eric Saubert
52663.0,NYG,Tae Crowder
43330.0,NYG,Reggie Ragland
52526.0,DEN,Albert Okwuegbunam
43332.0,NYG,Austin Johnson
52626.0,NYG,Carter Coughlin
47878.0,NYG,Oshane Ximines
41449.0,DEN,Shamar Stephen
47959.0,NYG,Kaden Smith
42826.0,DEN,DeShawn Williams
53668.0,DEN,Jonathon Cooper
53930.0,DEN,Andre Mintze
53876.0,NYG,Raymond Johnson
43880.0,NYG,Elijhaa Penny
52507.0,NYG,Matt Peart
52551.0,NYG,Ben Bredeson
53625.0,NYG,Gary Brightwell
29550.0,CHI,Jason Peters
35534.0,CHI,Jimmy Graham
37110.0,CHI,Andy Dalton
41239.0,LA,Aaron Donald
43298.0,LA,Leonard Floyd
43320.0,CHI,Germain Ifedi
43345.0,CHI,Cody Whitehair
46108.0,CHI,James Daniels
46191.0,LA,Kenny Young
46264.0,LA,Sebastian Joseph
47856.0,CHI,David Montgomery
47917.0,LA,Greg Gaines
48159.0,CHI,Sam Mustipher
52451.0,CHI,Cole Kmet
52835.0,LA,Michael Hoecht
43335.0,LA,A'Shawn Robinson
47939.0,LA,Justin Hollins
30869.0,LA,Andrew Whitworth
34452.0,LA,Matthew Stafford
37087.0,CHI,Robert Quinn
38619.0,CHI,Akiem Hicks
39976.0,CHI,Alec Ogletree
41231.0,CHI,Khalil Mack
42400.0,LA,Rob Havenstein
43399.0,LA,Tyler Higbee
46077.0,CHI,Roquan Smith
46102.0,LA,Austin Corbett
46180.0,LA,Brian Allen
46214.0,CHI,Bilal Nichols
47853.0,LA,Darrell Henderson
47952.0,LA,David Edwards
42503.0,CHI,Jesse James
41712.0,CHI,Damien Williams
48780.0,LA,Troy Reeder
52492.0,LA,Terrell Lewis
52846.0,LA,Jonah Williams
41279.0,CHI,Jeremiah Attaochu
42443.0,CHI,Angelo Blackson
45094.0,LA,Johnny Mundt
53679.0,CHI,Khyiris Tonga
46313.0,LA,Justin Lawler
41947.0,CHI,Christian Jones
53580.0,CHI,Larry Borom
45550.0,CHI,Elijah Wilkinson
46100.0,LA,Sony Michel
52563.0,CHI,Trevis Gipson
53646.0,CHI,Khalil Herbert
33131.0,BAL,Calais Campbell
37145.0,BAL,Justin Houston
40042.0,BAL,Brandon Williams
41265.0,LV,Derek Carr
42547.0,LV,Darren Waller
42598.0,LV,Denzelle Good
44859.0,BAL,Tyus Bowser
46084.0,LV,Kolton Miller
47807.0,LV,Josh Jacobs
48233.0,LV,Alec Ingold
48235.0,LV,Andre James
52436.0,BAL,Patrick Queen
52479.0,BAL,Justin Madubuike
52506.0,BAL,Malik Harrison
52517.0,LV,John Simpson
53446.0,LV,Alex Leatherwood
37240.0,BAL,Pernell McPhee
47920.0,LV,Foster Moreau
53460.0,BAL,Odafe Oweh
39109.0,LV,Derek Carrier
41336.0,BAL,Justin Ellis
43362.0,LV,Kenyan Drake
44972.0,LV,Jermaine Eluemunor
46958.0,BAL,Chris Board
52578.0,BAL,Broderick Washington
37174.0,LV,K.J. Wright
38557.0,BAL,Kevin Zeitler
39997.0,LV,Johnathan Hankins
40129.0,BAL,Latavius Murray
41222.0,BAL,Alejandro Villanueva
42391.0,LV,Denzel Perryman
43295.0,BAL,Ronnie Stanley
43358.0,LV,Yannick Ngakoue
43436.0,LV,Quinton Jefferson
43797.0,LV,Cory Littleton
45268.0,BAL,Patrick Ricard
46101.0,BAL,Lamar Jackson
46155.0,BAL,Mark Andrews
46284.0,BAL,Bradley Bozeman
47889.0,LV,Maxx Crosby
52514.0,BAL,Tyre Phillips
42721.0,BAL,Eric Tomlinson
53180.0,BAL,Ty'Son Williams
42535.0,LV,Darius Philon
44815.0,LV,Solomon Thomas
46273.0,BAL,Trenton Cannon
47852.0,BAL,Josh Oliver
43354.0,LV,Carl Nassib
35442.0,LV,Gerald McCoy
43402.0,LV,Nick Kwiatkoski
47868.0,BAL,Jaylon Ferguson
47906.0,BAL,Ben Powers
48220.0,BAL,Patrick Mekari
46090.0,NYG,Billy Price
53553.0,WAS,John Bates
48475.0,NYG,Chris Myarick
42424.0,CAR,John Miller
53457.0,NO,Payton Turner
46171.0,NO,Jalyn Holmes
53499.0,CAR,Brady Christensen
46140.0,CAR,Royce Freeman
48554.0,NO,Andrew Dowell
44009.0,CHI,J.P. Holtz
53440.0,CHI,Justin Fields
